company_name,website,category,stage,signal_type,signal_details,job_title,funding_amount,funding_date,relevant_person_name,relevant_person_title,source_name,source_url,context_summary,score,date_found,priority_tier
API security startup 42Crunch,,Cybersecurity,Series A,funding,API security startup 42Crunch raises $17M Series A led by Energy Impact Partners,,$17M,2021-05-19,CEO and,co-founder,finance.yahoo.com,https://finance.yahoo.com/news/api-security-startup-42crunch-raises-110004626.html,Raised a $17M Series A round for a Cybersecurity platform. This signals active growth and potential need for content and marketing.,90,2026-09-04,High
Solinas Integrity,,AI,Series A,funding,"Solinas Integrity raises $5.5 million Series A funding from Hero Enterprise Partner Ventures, Mela Ventures",,$5.5M,2026-08-08,said Divanshu Kumar,Co-Founder,thehindubusinessline.com,https://www.thehindubusinessline.com/companies/solinas-integrity-raises-55-million-series-a-funding-from-hero-enterprise-partner-ventures-mela-ventures/article71313079.ece,Raised a $5.5M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-04,High
Sirdab,,AI,Series A,funding,Sirdab raises $10 million Series A to expand across GCC,,$10M,2026-09-02,said Naif Alzahri,co-founder,wamda.com,https://www.wamda.com/2026/09/sirdab-raises-10-million-series-expand-gcc,Raised a $10M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-04,High
Cloverleaf AI,,AI,Series A,funding,Cloverleaf AI Raises $8 Million Series A Led By S3 Ventures,,$8M,2026-09-03,Adam Zucker,CEO,pulse2.com,https://pulse2.com/cloverleaf-ai-raises-8-million-series-a-led-by-s3-ventures/,Raised a $8M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-04,High
Diameter Pay,,Cybersecurity,Series A,funding,Diameter Pay Raises $10 Million Series A To Expand Global U.S. Dollar Payments Platform,,$10M,2026-09-03,David Lighton,Founder,pulse2.com,https://pulse2.com/diameter-pay-raises-10-million-series-a-to-expand-global-u-s-dollar-payments-platform/,Raised a $10M Series A round for a Cybersecurity platform. This signals active growth and potential need for content and marketing.,90,2026-09-04,High
Zeit AI,,AI,Seed,funding,Zeit AI Raises €5 Million Seed Round Backed by Y Combinator,,,2026-09-02,,,phemex.com,https://phemex.com/news/article/zeit-ai-raises-5-million-seed-round-backed-by-y-combinator-95405,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-04,High
AI content creator platform Creedom,,AI,Seed,funding,AI content creator platform Creedom raises seed round,,,2026-09-02,,,entrackr.com,https://entrackr.com/snippets/ai-content-creator-platform-creedom-raises-seed-round-12484133,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-04,High
Mundo,,AI,Series A,funding,"Mundo Raises $20 Million Series A, Bringing Total Funding To $24 Million",,$20M,2026-09-03,,,pulse2.com,https://pulse2.com/mundo-raises-20-million-series-a-bringing-total-funding-to-24-million/,Raised a $20M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-04,High
Stellaria,,AI,Seed,funding,Stellaria Raises $6.8 Million Seed Round At $114.4 Million Valuation,,$6.8M,2026-09-03,,,pulse2.com,https://pulse2.com/stellaria-raises-6-8-million-seed-round-at-114-4-million-valuation/,Raised a $6.8M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-04,High
UAE-based Stellaria,,AI,Seed,funding,UAE-based Stellaria raises US$6.8 million to take its geospatial AI platform global,,$6.8M,2026-09-04,,,msn.com,https://www.msn.com/en-ae/news/other/uae-based-stellaria-raises-us-68-million-to-take-its-geospatial-ai-platform-global/ar-AA2by94u,Raised a $6.8M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-04,High
Exclusive: German AI startup Atira,,AI,Pre-Seed,funding,Exclusive: German AI startup Atira raises $17.5 million to unclog the paperwork bottleneck in industrial dealmaking,,$17.5M,2026-09-03,Marc Bitzer and Bastian Nominacher,co-founder,finance.yahoo.com,https://finance.yahoo.com/technology/ai/articles/exclusive-german-ai-startup-atira-120000677.html,Raised a $17.5M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-09-04,Low
UK startup AI Score,,AI,Pre-Seed,funding,UK startup AI Score raises $5.4M to scale its enterprise AI governance platform,,$5.4M,2026-09-04,"including
Alan Morgan",co-founder,tech.eu,https://tech.eu/2026/09/04/uk-startup-ai-score-raises-54m-to-scale-its-enterprise-ai-governance-platform/,Raised a $5.4M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-09-04,Low
Oppex AI,,AI,Pre-Seed,funding,Oppex AI raises Rs 4.2 Cr in pre-seed round led by Info Edge Ventures,,,2026-09-01,,,entrackr.com,https://entrackr.com/snippets/oppex-ai-raises-rs-42-cr-in-pre-seed-round-led-by-info-edge-ventures-12480269,Announced a Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-09-04,Low
Crusoe reportedly,,AI,,funding,Crusoe reportedly raises $3B at a  $30B valuation,,$3B,2026-09-04,,,TechCrunch,https://techcrunch.com/2026/09/03/crusoe-reportedly-raises-3b-at-a-30b-valuation/,Raised $3B in funding for a AI platform. This signals active growth and potential need for content and marketing.,50,2026-09-04,Low
