company_name,website,category,stage,signal_type,signal_details,job_title,funding_amount,funding_date,relevant_person_name,relevant_person_title,source_name,source_url,context_summary,score,date_found,priority_tier
RobosizeME,,AI,Series A,funding,RobosizeME Raises $2M Seed Round Led by SeedTwo Capital to Bring AI Workflow Automation to the Global Hotel Industry,,$2M,2026-02-25,said Roger Sholanki,Founder,finance.yahoo.com,https://finance.yahoo.com/news/robosizeme-raises-2m-seed-round-134700606.html,Raised a $2M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-08-26,High
Emerald AI,,AI,Series A,funding,Emerald AI Raises $150M to Scale Flexible Data Centre Power,,$150M,2026-08-25,said Emerald AI,Founder,ventureburn.com,https://ventureburn.com/emerald-ai-raises-150m-flexible-data-centres/ | https://cio.economictimes.indiatimes.com/news/investments/emerald-ai-raises-150-million-at-1-05-billion-valuation-for-ai-data-center-power-management/133527626,Raised $150M in funding for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-08-26,High
Neno,,AI,Seed,funding,Neno raises €6.6m to fix Europe’s broken SME accounting,,,2026-08-26,Neno founder and,CEO,fintech.global,https://fintech.global/2026/08/26/neno-raises-e6-6m-to-fix-europes-broken-sme-accounting/,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-08-26,High
Mexico's Primero,,AI,Seed,funding,Mexico's Primero raises $12 million seed to bring AI to Latin American blue-chips,,$12M,2026-08-25,,,msn.com,https://www.msn.com/en-us/money/general/mexico-s-primero-raises-12-million-seed-to-bring-ai-to-latin-american-blue-chips/ar-AA2aTsaf,Raised a $12M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-08-26,High
Vals AI,,AI,Series A,funding,Vals AI Raises $40M Series A At $400M Valuation To Expand AI Evaluation Platform,,$40M,2026-08-25,,,theaiinsider.tech,https://theaiinsider.tech/2026/08/25/vals-ai-raises-40m-series-a-at-400m-valuation-to-expand-ai-evaluation-platform/,Raised a $40M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-08-26,High
Keenable,,AI,Seed,funding,Keenable Raises $26 Million to Build a Search Engine Made for AI Agents,,$26M,2026-08-26,,,ventureburn.com,https://ventureburn.com/keenable-raises-26-million-for-ai-agent-search-index/ | https://www.whalesbook.com/news/English/technology/Keenable-Raises-dollar26-Million-to-Build-Web-Search-Infrastructure-for-AI/6a8d924484d2dd5c12e4f96b,Raised $26M in funding for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-08-26,High
UAE geospatial intelligence firm Stellaria,,Cloud,Seed,funding,UAE geospatial intelligence firm Stellaria raises Dhs25m in seed funding,,,2026-08-26,,,msn.com,https://www.msn.com/en-ae/news/other/uae-geospatial-intelligence-firm-stellaria-raises-dhs25m-in-seed-funding/ar-AA2aX4bu,Announced a Seed round for a Cloud platform. This signals active growth and potential need for content and marketing.,80,2026-08-26,High
Noyo,,AI,Pre-Seed,funding,Noyo raises $12.5M Series A to keep building its health insurance API business,,$12.5M,2020-09-28,product was born out of frustration that Noyo,co-founder,uk.finance.yahoo.com,https://uk.finance.yahoo.com/news/noyo-raises-12-5m-series-100003736.html,Raised a $12.5M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-08-26,Low
Cape Town-based AI start-up,,AI,Pre-Seed,funding,Cape Town-based AI start-up raises R19.5m,,$1.2M,2026-08-25,Emile Ferreira,CTO,itweb.co.za,https://www.itweb.co.za/article/cape-town-based-ai-start-up-raises-r195m/5yONP7EroDoMXWrb,Raised a $1.2M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-08-26,Low
Self-driving truck startup Gatik,,Cloud,,funding,Self-driving truck startup Gatik raises $200M following PepsiCo deal,,$200M,2026-08-25,founder and,CEO,TechCrunch,https://techcrunch.com/2026/08/25/self-driving-truck-startup-gatik-raises-200m-following-pepsico-deal/,Raised $200M in funding for a Cloud platform. This signals active growth and potential need for content and marketing.,60,2026-08-26,Low
