company_name,website,category,stage,signal_type,signal_details,job_title,funding_amount,funding_date,relevant_person_name,relevant_person_title,source_name,source_url,context_summary,score,date_found,priority_tier
Corridor,,AI,Seed,funding,Corridor raises $25M seed to build a health benefits brokerage for SMBs,,$25M,2026-09-21,according to,CEO,TechCrunch,https://techcrunch.com/2026/09/21/corridor-raises-25m-seed-to-build-a-health-benefits-brokerage-for-smbs/ | https://digitalmarketreports.com/news/92198/corridor-raises-25-million-to-bring-ai-agents-to-small-business-health-benefits/ | https://ua.news/en/technologies/corridor-zaluchiv-25-mln-posivnikh-investitsii-techcrunch | https://fintech.global/2026/09/22/corridor-raises-25m-to-fix-small-business-health-cover/,Raised a $25M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-22,High
Biolevate,,AI,Series A,funding,Biolevate raises €30M Series A and opens Boston office for its life sciences AI,,,2026-09-22,founder and,CEO,thenextweb.com,https://thenextweb.com/news/biolevate-raises-30m-series-a-boston,Announced a Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-22,High
Cardless payments platform Piston,,Fintech,Series A,funding,Cardless payments platform Piston raises $15 Mn in Series A led by FPV Ventures,,$15M,2026-09-10,,,entrackr.com,https://entrackr.com/news/cardless-payments-platform-piston-raises-15-mn-in-series-a-led-by-fpv-ventures-12516055,Raised a $15M Series A round for a Fintech platform. This signals active growth and potential need for content and marketing.,80,2026-09-22,High
Exclusive: Zeliq,,AI,Seed,funding,Exclusive: Zeliq raises €7M seed extension to launch its AI sales agent. Here’s its pitch deck,,,2026-09-21,,,techfundingnews.com,https://techfundingnews.com/zeliq-7m-seed-extension-ai-sales-agent-zelia/,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-22,High
Spott,,AI,Series A,funding,Spott Raises $21M Series A,,$21M,2026-09-21,,,thesaasnews.com,https://www.thesaasnews.com/news/spott-raises-21m-series-a/,Raised a $21M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-22,High
Saudi fintech Abwab.ai,,AI,Seed,funding,Saudi fintech Abwab.ai raises $4m in seed round led by Speedinvest,,$4M,2026-09-21,,,arabnews.com,https://www.arabnews.com/startups/saudi-fintech-abwabai-raises-4m-in-seed-round-led-by-speedinvest-3002549,Raised a $4M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-22,High
Sydney Fintech OpenDebt,,AI,Seed,funding,Sydney Fintech OpenDebt Raises $2M Seed Round to Roll Out Autonomous AI Voice Agents Across Australia's $1.5B Debt Recovery Market,,$2M,2026-09-22,,,ibtimes.com.au,https://www.ibtimes.com.au/opendebt-raises-2-million-ai-debt-recovery-1875724,Raised a $2M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-22,High
Israeli legal-tech startup Chamelio,,AI,Series A,funding,Israeli legal-tech startup Chamelio raises $26M as AI reshapes in-house law,,$26M,2026-09-22,,,ynetnews.com,https://www.ynetnews.com/business/article/sytxvhycfe,Raised a $26M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-22,High
Singapore's TacnIQ.ai,,AI,Pre-Seed,funding,Singapore's TacnIQ.ai raises $1.5M from In Group Holdings in pre-seed round,,$1.5M,2026-09-21,,,technode.global,https://technode.global/2026/09/22/singapores-tacniq-ai-raises-1-5m-from-in-group-holdings-in-pre-seed-round/,Raised a $1.5M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-09-22,Low
AI startup Demoverse,,AI,Pre-Seed,funding,AI startup Demoverse raises $600K to let consumers co-create products with brands,,,2026-09-22,,,msn.com,https://www.msn.com/en-in/news/other/ai-startup-demoverse-raises-600k-to-let-consumers-co-create-products-with-brands/ar-AA2cINsl,Announced a Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-09-22,Low
Morphotonics,,AI,,unknown,Morphotonics raises €40M to expand its display tech into data centers,,,2026-09-22,Hugo Da Silva joined,,TechCrunch,https://techcrunch.com/2026/09/21/morphotonics-raises-e40m-as-it-tk-tk-tk-t/,Morphotonics is showing startup market signals in the AI space.,60,2026-09-22,Low
