company_name,website,category,stage,signal_type,signal_details,job_title,funding_amount,funding_date,relevant_person_name,relevant_person_title,source_name,source_url,context_summary,score,date_found,priority_tier
Encore AI,,AI,Series A,funding,Encore AI raises $30M to build AI agents that learn from customer calls,,$30M,2026-07-29,as Insait IO by,CEO,TechCrunch,https://techcrunch.com/2026/07/29/encore-ai-raises-30m-to-build-ai-agents-that-learn-from-customer-calls/ | https://ventureburn.com/encore-ai-raises-30m-series-a-enterprise-ai/ | https://www.cmswire.com/the-wire/encore-ai-raises-30m-to-deploy-the-only-enterprise-ai-platform/,Raised a $30M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-07-30,High
Y Combinator grad Terminal,,Cloud,Series A,funding,Y Combinator grad Terminal raises $20-million USD Series A round,,,2026-07-29,founder and,CEO,betakit.com,https://betakit.com/y-combinator-grad-terminal-raises-20-million-usd-series-a-round/,Announced a Series A round for a Cloud platform. This signals active growth and potential need for content and marketing.,90,2026-07-30,High
Freehand,,AI,Seed,funding,Freehand Raises $75 Million As Its AI Agents Target The Supply Chain,,$75M,2026-07-29,founder and,CEO,forbes.com,https://www.forbes.com/sites/davidprosser/2026/07/29/freehand-raises-75-million-as-its-ai-agents-target-the-supply-chain/,Raised a $75M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-07-30,High
Toronto telematics startup Terminal,,AI,Series A,funding,Toronto telematics startup Terminal raises $20 million to expand fleet data platform,,$20M,2026-07-29,said Raghav Midha,CEO,trucknews.com,https://www.trucknews.com/technology/toronto-telematics-startup-terminal-raises-20-million-to-expand-fleet-data-platform/1003219084/,Raised a $20M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-07-30,High
Tech30 startup CARPL.ai,,AI,Series A,funding,Tech30 startup CARPL.ai raises $10M in Series A led by IFC,,$10M,2026-07-22,,,yourstory.com,https://yourstory.com/2026/07/tech30-startup-carplai-raises-10-million-in-series-a-led-by-ifc,Raised a $10M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-30,High
"Engineering AI startup, P-1 AI",,AI,Series A,funding,"Engineering AI startup, P-1 AI, Announces Its Series A Financing Led by NEA, Adding Jeff Immelt to the Company’s Board",,$50M,2026-07-29,,,finance.yahoo.com,https://finance.yahoo.com/technology/ai/articles/engineering-ai-startup-p-1-123500705.html,Raised a $50M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-30,High
AI for spare parts startup Intropy,,AI,Pre-Seed,funding,AI for spare parts startup Intropy raises $11M,,$11M,2026-07-30,founder and,CTO,tech.eu,https://tech.eu/2026/07/30/ai-for-spare-parts-startup-intropy-raises-11m/,Raised a $11M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-07-30,Low
UAE's Epic Markets,,Fintech,Pre-Seed,funding,UAE's Epic Markets raises $10 million pre-Seed round,,$10M,2026-07-28,,,wamda.com,https://www.wamda.com/2026/07/uae-epic-markets-raises-10-million-pre-seed-round,Raised a $10M Pre-Seed round for a Fintech platform. This signals active growth and potential need for content and marketing.,60,2026-07-30,Low
MrBeast,,Cybersecurity,,hiring,"Hiring: Video Editor | Location: Greenville, Greenville, North Carolina, United States",Video Editor,,,,,Remote OK,https://remoteOK.com/remote-jobs/remote-video-editor-reacts-mrbeast-1135607,Hiring a Video Editor at a Cybersecurity company. This suggests investment in content and market education.,50,2026-07-30,Low
Verifiable AI startup Axiom,,AI,,funding,Verifiable AI startup Axiom raises $200M to prove AI-generated code is safe to use,,$200M,2026-03-12,,,siliconangle.com,https://siliconangle.com/2026/03/12/verifiable-ai-startup-axiom-raises-200m-prove-ai-generated-code-safe-use/,Raised $200M in funding for a AI platform. This signals active growth and potential need for content and marketing.,50,2026-07-30,Low
Verto,,Fintech,Series B+,hiring,"Hiring: Growth & Marketing Manager | Location: Cape Town 🇿🇦 / Remote (Cape Town, WC, ZA; Cape Town, Western Cape, ZA) | YC W19",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/102183,Hiring a Marketing Manager at a Series B+ Fintech company. This suggests investment in content and market education.,40,2026-07-30,Low
