company_name,website,category,stage,signal_type,signal_details,job_title,funding_amount,funding_date,relevant_person_name,relevant_person_title,source_name,source_url,context_summary,score,date_found,priority_tier
Altis Labs,,AI,Series A,funding,Altis Labs raises $25 million USD Series A to expand AI for cancer trials,,$25M,2026-09-21,founder and,CEO,betakit.com,https://betakit.com/altis-labs-raises-25-million-usd-series-a-to-expand-ai-for-cancer-trials/,Raised a $25M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-23,High
AI Benchmarking Startup Vals,,AI,Series A,funding,AI Benchmarking Startup Vals Raises $40M Series A Led by Andreessen Horowitz,,$40M,2026-09-22,and AI Force,President,theaiinsider.tech,https://theaiinsider.tech/2026/09/22/ai-benchmarking-startup-vals-raises-40m-series-a-led-by-andreessen-horowitz/,Raised a $40M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-23,High
Soteris,,AI,Seed,funding,Soteris raises $8m seed to fix hidden P&C profit leaks,,$8M,2026-09-22,growth the company attributes to,founder,fintech.global,https://fintech.global/2026/09/22/soteris-raises-8m-seed-to-fix-hidden-pc-profit-leaks/,Raised a $8M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-23,High
Bird&Be,,API,Series A,funding,Bird&Be raises $13-million USD Series A for fertility support platform,,$18.3M,2026-09-22,Supporting were BAM Ventures,Founder,betakit.com,https://betakit.com/birdbe-raises-13-million-usd-series-a-for-fertility-support-platform/,Raised a $18.3M Series A round for a API platform. This signals active growth and potential need for content and marketing.,90,2026-09-23,High
Go.AI™,,AI,Series A,funding,Go.AI™ Raises $85 Million Series A to Accelerate On-Prem AI Infrastructure for Regulated Industries,,$85M,2026-09-22,said David Moscatelli,Co-Founder,finance.yahoo.com,https://finance.yahoo.com/technology/ai/articles/ai-raises-85-million-series-120000215.html,Raised a $85M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-23,High
Baselayer,,AI,Series A,funding,"Baselayer Raises $35M Series A Led by M13, Launches Identity Infrastructure for AI Agents",,$35M,2026-09-22,founder and,CEO,PR Newswire,https://www.prnewswire.com/news-releases/baselayer-raises-35m-series-a-led-by-m13-launches-identity-infrastructure-for-ai-agents-302885670.html | https://ventureburn.com/baselayer-raises-35m-ai-agent-identity/,Raised a $35M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-23,High
German AI startup mika,,AI,Seed,funding,German AI startup mika raises €6M to simplify accounting and tax for SMEs,,,2026-09-23,and CEO of mika,Founder,tech.eu,https://tech.eu/2026/09/23/german-ai-startup-mika-raises-eur6m-to-simplify-accounting-and-tax-for-smes/,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-23,High
The Biological Computing Company,,AI,Seed,funding,The Biological Computing Company raises $25M seed round and opens Mission Bay wet lab,,$25M,2026-09-22,,,cryptobriefing.com,https://cryptobriefing.com/biological-computing-company-aws-rat-brain-ai/,Raised a $25M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-23,High
Exclusive: Rio Health,,AI,Series A,funding,Exclusive: Rio Health raises Rs 43 Cr in pre-Series A led by Version One Ventures,,,2026-09-22,,,entrackr.com,https://entrackr.com/exclusive/exclusive-rioai-raises-rs-43-cr-in-pre-series-a-led-by-version-one-ventures-12566460,Announced a Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-23,High
Rio.ai,,AI,Series A,funding,Rio.ai Raises Rs 43.08 Crore in Pre-Series A Round Led by Version One Ventures,,$5M,2026-09-22,,,cxodigitalpulse.com,https://www.cxodigitalpulse.com/rio-ai-raises-rs-43-08-crore-in-pre-series-a-round-led-by-version-one-ventures/,Raised a $5M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-23,High
Atum,,AI,Seed,funding,Atum raises $13.5M to build an open payments network that doesn’t touch your money,,$13.5M,2026-09-23,,,cryptobriefing.com,https://cryptobriefing.com/atum-raises-seed-round-open-payments-network/,Raised a $13.5M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-23,High
TacnIQ.ai,,AI,Pre-Seed,funding,TacnIQ.ai raises US$1.5 million from In Group Holdings to scale tactile AI,,$1.5M,2026-09-22,said Aashish Mehta,Co-founder,finance.yahoo.com,https://finance.yahoo.com/technology/ai/articles/tacniq-ai-raises-us-1-000000189.html,Raised a $1.5M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-09-23,Low
Demoverse,,AI,Pre-Seed,funding,"Demoverse raises $600,000: Can AI help brands know what consumers want before production?",,$30B,2026-09-22,Akshay Mehta,Founder,cnbctv18.com,https://www.cnbctv18.com/videos/business/startup/demoverse-fund-raise-ai-consumer-co-creation-brand-demand-production-19996073.htm | https://www.ciol.com/funding-acquistion-merger/demoverse-raises-600k-pre-seed-funding-led-by-lumikai-12565541,Raised a $30B Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-09-23,Low
TryNearby,,,Seed,hiring,"Hiring: Founding Content Lead | Location: CA, US | YC S26",Content Lead,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/111457,Hiring a Content Lead. This suggests investment in content and market education.,60,2026-09-23,Low
UK fitness startup Magic AI,,AI,Pre-Seed,funding,"UK fitness startup Magic AI raises $11M for US expansion, adds Soho House backer",,$11M,2026-09-23,,,techfundingnews.com,https://techfundingnews.com/magic-ai-11m-fitness-mirror-us-expansion/,Raised a $11M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-09-23,Low
