company_name,website,category,stage,signal_type,signal_details,job_title,funding_amount,funding_date,relevant_person_name,relevant_person_title,source_name,source_url,context_summary,score,date_found,priority_tier
Firmable,,AI,Series A,funding,Firmable Raises $14m Series A to Take AI-Native Sales Platform Global,,$14M,2026-03-01,where Jasper was,co-founder,finance.yahoo.com,https://finance.yahoo.com/news/firmable-raises-14m-series-ai-023600198.html,Raised a $14M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-07-23,High
Yope,,AI,Seed,funding,Yope raises $12.3M to build a private social network without algorithms or ads,,$12.3M,2026-07-22,founder and,CEO,TechCrunch,https://techcrunch.com/2026/07/22/yope-raises-12-3m-to-build-a-private-social-network-without-algorithms-or-ads/,Raised a $12.3M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-07-23,High
Cascade,,AI,Seed,funding,Cascade raises $3.5M to help construction firms find and win projects,,$3.5M,2026-07-22,result of its,founder,TechCrunch,https://techcrunch.com/2026/07/22/cascade-raises-3-5m-to-help-construction-firms-find-and-win-projects/ | https://www.androguider.com/2026/07/cascade-secures-35m-seed-funding-to.html,Raised a $3.5M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-07-23,High
StrongestLayer,,AI,Series A,funding,StrongestLayer Raises $4.1 Million in Seed Funding Extension,,$4.1M,2026-07-22,said StrongestLayer,co-founder,securityweek.com,https://www.securityweek.com/strongestlayer-raises-4-1-million-in-seed-funding-extension/,Raised a $4.1M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-07-23,High
AI insurtech startup NeuralKart,,AI,Seed,funding,AI insurtech startup NeuralKart raises seed funding led by Inflection Point Ventures,,,2026-07-22,,,entrackr.com,https://entrackr.com/snippets/ai-insurtech-startup-neuralkart-raises-seed-funding-led-by-inflection-point-ventures-12189954,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-23,High
Passionfroot,,AI,Series A,funding,Passionfroot Secures $15M to Launch B2B Creator Marketplace in the US,,$15M,2026-07-22,,,androguider.com,https://www.androguider.com/2026/07/passionfroot-secures-15m-to-launch-b2b.html,Raised a $15M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-23,High
Travis Kalanick’s robotics company,,AI,,funding,"Travis Kalanick’s robotics company raises $1.7B, led by a16z",,$1.7B,2026-07-22,and the same company that pushed him out as,CEO,TechCrunch,https://techcrunch.com/2026/07/22/travis-kalanicks-robotics-company-raises-1-7b-led-by-a16z/,Raised $1.7B in funding for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-07-23,Low
kausable,,AI,Pre-Seed,funding,kausable raises €12M to rethink how AI learns,,,2026-07-23,,,tech.eu,https://tech.eu/2026/07/23/kausable-raises-eur12m-to-rethink-how-ai-learns/,Announced a Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-07-23,Low
AlixPartners,,AI,,hiring,Hiring: Marketing Manager,Marketing Manager,,,,,Remote OK,https://remoteOK.com/remote-jobs/remote-product-marketing-manager-alixpartners-1135188,Hiring a Marketing Manager at a AI company. This suggests investment in content and market education.,50,2026-07-23,Low
AssemblyAI,,AI,Series B+,hiring,Hiring: Product Marketing Manager  | Location: Remote / Remote (US) | YC S17,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/100686,Hiring a Marketing Manager at a Series B+ AI company. This suggests investment in content and market education.,40,2026-07-23,Low
